MBRV, 20250505, 71.721
MBRV, 20250506, 80.679
MBRV, 20250507, 71.963
MBRV, 20250508, 65.852
MBRV, 20250509, 69.047
MBRV, 20250510, 65.816
MBRV, 20250511, 79.333
MBRV, 20250512, 91.202
MBRV, 20250513, 82.046
MBRY, 20250423, 94.826
MBRY, 20250424, 95.464
MBRY, 20250425, 94.744
MBRY, 20250426, 95.076
MBRY, 20250427, 95.694
MBRY, 20250428, 94.95
MBRY, 20250429, 94.599
MBRY, 20250430, 95.87
MBRY, 20250501, 95.226
MBRY, 20250502, 92.457
MBRY, 20250503, 91.648
MBRY, 20250504, 95.61
MBRY, 20250505, 94.087
MBRY, 20250506, 95.702
MBRY, 20250507, 94.45
MBRY, 20250508, 95.115
MBRY, 20250509, 94.846
MBRY, 20250510, 95.104
MBRY, 20250511, 95.473
MBRY, 20250512, 98.536
MBRY, 20250513, 94.484
MBWH, 20250423, 99.894
MBWH, 20250424, 99.972
MBWH, 20250425, 99.968
MBWH, 20250426, 99.933
MBWH, 20250427, 99.901
MBWH, 20250428, 99.907
MBWH, 20250429, 99.88
MBWH, 20250430, 99.854
MBWH, 20250501, 99.862
MBWH, 20250502, 99.668
MBWH, 20250503, 99.879
MBWH, 20250504, 99.987
MBWH, 20250505, 99.81
MBWH, 20250506, 99.979
MBWH, 20250507, 99.844
MBWH, 20250508, 99.859
MBWH, 20250509, 99.783
MBWH, 20250510, 99.972
MBWH, 20250511, 99.787
MBWH, 20250512, 99.405
MBWH, 20250513, 62.283
MSS1, 20250423, 99.898
MSS1, 20250424, 99.986
MSS1, 20250425, 99.977
MSS1, 20250426, 99.933
MSS1, 20250427, 99.908
MSS1, 20250428, 99.912
MSS1, 20250429, 99.892
MSS1, 20250430, 99.851
MSS1, 20250501, 99.87
MSS1, 20250502, 99.637
MSS1, 20250503, 99.877
MSS1, 20250504, 99.859
MSS1, 20250505, 99.808
MSS1, 20250506, 99.794
MSS1, 20250507, 99.85
MSS1, 20250508, 99.865
MSS1, 20250509, 99.783
MSS1, 20250510, 99.838
MSS1, 20250511, 99.603
MSS1, 20250512, 99.27
MSS1, 20250513, 97.791
